"","SRR15885102","SRR15885103","SRR15885104","SRR15885105","SRR15885106","SRR15885107","SRR15885108","SRR15885109","SRR15885110","SRR15885111","SRR15885112","SRR15885113","SRR15885114","SRR15885115","SRR15885116","SRR15885117","SRR15885118","SRR15885119","SRR15885120","SRR15885121","SRR15885122","SRR15885123","SRR15885124","SRR15885125","SRR15885126","SRR15885127","SRR15885128","SRR15885129","SRR15885130","SRR15885131","SRR15885132","SRR15885133","SRR15885134","SRR15885135","SRR15885136","SRR15885137","SRR15885138","SRR15885139","SRR15885140","SRR15885141","SRR15885142","SRR15885143","SRR15885144","SRR15885145","SRR15885146","SRR15885147","SRR15885148","SRR15885149","SRR15885150","SRR15885151","SRR15885152","SRR15885153","SRR15885154","SRR15885155","SRR15885156","SRR15885157","SRR15885158","SRR15885159","SRR15885160","SRR15885161","SRR15885162","SRR15885163","SRR15885164","SRR15885165","SRR15885166","SRR15885167","SRR15885168","SRR15885169","SRR15885170","SRR15885171","SRR15885172","SRR15885173","SRR15885174","SRR15885175","SRR15885176","SRR15885177","SRR15885178","SRR15885179","SRR15885180","SRR15885181","SRR15885182","SRR15885183","SRR15885184","SRR15885185","SRR15885186","SRR15885187","SRR15885188","SRR15885189","SRR15885190","SRR15885191","SRR15885192","SRR15885193","SRR15885194","SRR15885195","SRR15885196","SRR15885197","SRR15885198","SRR15885199","SRR15885200","SRR15885201","SRR15885202","SRR15885203","SRR15885204","SRR15885205","SRR15885206","SRR15885207","SRR15885208","SRR15885209","SRR15885210","SRR15885211","SRR15885212","SRR15885213","SRR15885214","SRR15885215","SRR15885216","SRR15885217","SRR15885218","SRR15885219","SRR15885220","SRR15885221","SRR15885222","SRR15885223","SRR15885224","SRR15885225","SRR15885226","SRR15885227","SRR15885228","SRR15885229","SRR15885230","SRR15885231","SRR15885232","SRR15885233","SRR15885234","SRR15885235","SRR15885236","SRR15885237","SRR15885238","SRR15885239","SRR15885240","SRR15885241","SRR15885242","SRR15885243","SRR15885244","SRR15885245","SRR15885246","SRR15885247","SRR15885248","SRR15885249","SRR15885250","SRR15885251","SRR15885252","SRR15885253","SRR15885254","SRR15885255","SRR15885256","SRR15885257","SRR15885258","SRR15885259","SRR15885260","SRR15885261","SRR15885262","SRR15885263","SRR15885264","SRR15885265","SRR15885266","SRR15885267","SRR15885268","SRR15885269","SRR15885270","SRR15885271","SRR15885272","SRR15885273","SRR15885274","SRR15885275","SRR15885276","SRR15885277","SRR15885278","SRR15885279","SRR15885280","SRR15885281","SRR15885282","SRR15885283","SRR15885284","SRR15885285","SRR15885286","SRR15885287","SRR15885288","SRR15885289","SRR15885290","SRR15885291","SRR15885292","SRR15885293","SRR15885294","SRR15885295","SRR15885296","SRR15885297","SRR15885298","SRR15885299","SRR15885300","SRR15885301","SRR15885302","SRR15885303","SRR15885304","SRR15885305","SRR15885306","SRR15885307","SRR15885308","SRR15885309","SRR15885310","SRR15885311","SRR15885312","SRR15885313","SRR15885314","SRR15885315","SRR15885316","SRR15885317","SRR15885318","SRR15885319","SRR15885320","SRR15885321","SRR15885322","SRR15885323","SRR15885324","SRR15885325","SRR15885326","SRR15885327","SRR15885328","SRR15885329","SRR15885330","SRR15885331","SRR15885332","SRR15885333","SRR15885334","SRR15885335","SRR15885336","SRR15885337","SRR15885338","SRR15885339","SRR15885340","SRR15885341","SRR15885342","SRR15885343","SRR15885344","SRR15885345","SRR15885346","SRR15885347","SRR15885348","SRR15885349","SRR15885350","SRR15885351","SRR15885352","SRR15885353","SRR15885354","SRR15885355","SRR15885356","SRR15885357","SRR15885358","SRR15885359","SRR15885360","SRR15885361","SRR15885362","SRR15885363","SRR15885364","SRR15885365","SRR15885366","SRR15885367","SRR15885368","SRR15885369","SRR15885370","SRR15885371","SRR15885372","SRR15885373","SRR15885374","SRR15885375","SRR15885376","SRR15885377","SRR15885378","SRR15885379","SRR15885380","SRR15885381","SRR15885382","SRR15885383","SRR15885384","SRR15885385","SRR15885386","SRR15885387","SRR15885388","SRR15885389","SRR15885390","SRR15885391","SRR15885392","SRR15885393","SRR15885394","SRR15885395","SRR15885396","SRR15885397","SRR15885398","SRR15885399","SRR15885400","SRR15885401","SRR15885402","SRR15885403","SRR15885404","SRR15885405","SRR15885406","SRR15885407","SRR15885408","SRR15885409","SRR15885410","SRR15885411"
"Lachnospiraceae_GCA.900066575",39,0,40,0,0,12,0,12,0,0,11,0,41,0,27,0,0,0,0,0,0,18,0,0,0,98,24,16,9,0,0,43,10,0,29,0,0,18,5,20,0,12,0,17,0,22,11,0,9,19,0,12,0,108,0,0,24,0,10,0,0,11,33,0,11,0,0,0,17,21,19,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,9,0,0,58,18,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,39,8,76,0,29,0,0,0,0,0,0,0,0,13,0,0,0,0,59,0,0,0,21,0,16,0,0,19,0,24,0,9,0,0,0,0,19,0,0,17,22,16,0,9,0,43,0,0,15,0,19,12,0,19,0,14,0,10,15,0,0,0,0,0,56,0,21,13,0,0,0,0,0,0,40,0,0,0,102,0,0,5,0,0,0,7,5,36,0,0,0,0,0,0,12,0,12,27,11,0,67,118,0,0,24,0,0,0,0,0,0,11,0,0,20,0,8,0,0,0,18,52,9,20,130,21,26,66,11,38,0,0,120,26,11,0,21,34,0,0,0,21,30,0,18,61,5,0,0,0,0,0,0,25,0,20,0,6,46,8,0,0,9,21,27,13,26,0,0,0,19,0,0,0,17,0,0,0,0,14,0,49,0,0,0,7,0,37,0,0,0,49,0,22,0,0,0,46,0
"Clostridiaceae_Clostridium.sensu.stricto.13",0,0,0,0,0,0,0,0,17,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonellaceae_Allisonella",0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,26,0,0,0,100,0,0,3,0,0,0,0,75,259,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,2,24,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,64,72,0,27,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,26,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0
"Ruminococcaceae_Phocea",14,0,25,0,43,0,6,6,0,0,8,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,11,0,12,6,0,0,0,0,6,0,0,12,0,31,0,0,0,0,47,0,0,6,0,0,0,8,0,88,13,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,12,5,0,0,0,0,29,0,76,0,21,0,0,85,4,0,0,0,0,0,0,0,0,7,0,224,0,0,0,20,0,6,19,0,0,7,0,0,0,0,0,2,0,0,0,0,13,94,0,0,8,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,71,0,0,0,0,20,57,2,7,8,4,35,0,252,3,0,37,0,23,36,94,0,8,67,6,28,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,14,0,127,4,0,8,4,0,35,0,0,0,0,0,0,6,0,27,8,4,5,0,0,3,0,0,0,9,0,16,6,0,11,0,0,3,0,24,12,19,18,0,0,43,0,10,21,0,0,0,108,0,4,0,0,0,0,0,38,0,6,0,0,0,2,0,0,0,22,0,0,0,41,0,0,4,0,0,0,10,0,0
"Lachnospiraceae_Lachnospiraceae.FCS020.group",4,17,0,0,33,16,0,6,0,0,0,0,35,0,0,0,13,0,0,0,21,43,0,0,0,0,28,5,27,0,0,69,0,0,0,0,0,0,0,21,0,0,0,18,0,0,34,36,0,0,0,0,11,7,25,0,17,0,16,16,9,9,0,0,11,13,22,0,22,6,8,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,22,8,0,0,45,0,0,0,7,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,298,0,29,0,0,0,0,26,0,0,0,0,0,0,0,52,0,0,0,0,59,0,0,7,0,31,0,45,0,0,0,21,0,0,6,0,40,63,0,13,0,0,42,6,0,0,63,0,0,0,0,11,13,38,0,8,0,0,0,0,0,0,30,0,24,0,0,0,0,0,33,0,89,0,0,0,15,0,8,22,117,0,0,172,41,102,0,0,0,0,31,0,182,11,46,114,0,28,59,31,0,0,14,0,27,0,0,3,0,5,0,0,0,0,0,0,0,12,0,7,0,13,18,0,35,57,50,0,0,0,8,0,23,7,0,7,0,0,0,0,0,0,7,0,0,18,0,12,41,0,0,0,14,0,0,0,14,6,0,0,4,4,0,0,6,0,0,12,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,17,15,39,0,0,0,14,0
"Lachnospiraceae_.Ruminococcus..gauvreauii.group",15,35,0,0,0,16,0,0,0,0,0,0,0,0,209,44,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,85,0,0,0,8,0,0,0,0,36,14,0,35,10,0,25,66,0,0,0,0,0,15,0,0,20,0,0,0,86,0,0,25,0,0,62,0,67,0,97,0,0,0,0,14,0,0,16,106,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,15,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,13,20,27,0,154,0,0,22,0,0,8,0,0,0,0,0,0,0,0,0,0,88,80,0,0,0,72,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,91,0,0,0,67,10,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,19,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0,0,0,0,21,0,0,0,71,0,0,0,73,0,0,0,107,0,0,0,0,9,0,13,0,0,33,0,30,35,9,77,0,38,26,11,10,9,0,0,26,0,0,0,0,0,0,0,0,12,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,26,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"Lachnospiraceae_Sellimonas",0,0,0,0,0,0,0,18,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,15,0,62,0,0,0,0,0,0,0,0,0,105,0,0,0,0,67,48,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,56,0,0,0,0,0,0,0,0,94,0,0,0,0,0,296,25,24,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,16,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerovoracaceae_Family.XIII.UCG.001",7,0,5,0,110,0,0,6,0,0,0,0,190,0,24,0,0,0,0,0,0,5,0,0,0,0,24,5,0,108,0,8,0,0,71,0,3,12,12,28,0,28,0,0,10,24,0,57,22,51,0,0,65,4,0,0,0,0,34,0,0,69,18,64,0,0,13,0,13,11,9,24,0,0,22,28,0,0,42,0,29,13,12,0,0,0,25,0,0,31,52,0,0,0,0,52,0,78,0,0,0,0,0,0,10,0,0,0,0,0,0,66,0,0,48,128,21,0,0,0,0,0,144,0,45,6,0,0,0,0,40,0,15,0,0,0,12,0,0,0,0,0,25,0,108,0,0,17,220,33,0,0,0,12,4,79,16,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0,9,7,38,4,0,24,0,0,0,0,0,0,0,0,0,0,120,2,0,0,4,156,7,4,0,0,4,0,0,0,74,0,0,0,0,0,24,11,9,15,3,0,6,0,0,11,0,24,0,23,0,0,28,0,0,0,0,0,0,16,8,22,0,54,13,0,7,3,0,0,3,17,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,48,44,0,0,0,0,0,37,19,28,0,0,50,158,82,81,71,50,0,0,14,11,158,0,51,6,13,0,0,20,9,0,19,0,0,0,8,0,0,0,0,175,0,0,0,0,69,0,7,0
"Ruminococcaceae_Fournierella",0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,3,0,0,179,270,0,0,0,12,140,0,13,0,27,0,0,17,123,0,0,0,0,0,0,0,0,45,0,0,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,23,0,0,0,0,0,5,0,14,0,0,0,18,0,0,0,14,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,176,0,0,0,0,0,0,0,0,22,0,0,0,0,19,0,0,0,0,0,0,0,25,155,0,0,29,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,0,24,15,0,0,30,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,57,0,0,0,0,0,0,0,0,0,0,9,0,51,57,0,24,0,0,0,0,7,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,39,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,10,17,2
"Actinomycetaceae_Actinomyces",5,26,0,0,35,13,10,0,3,126,38,10,0,0,9,35,164,8,31,6,23,0,50,36,14,0,14,15,6,18,0,9,8,4,0,10,24,0,0,17,21,0,0,20,0,17,0,13,24,0,7,0,0,0,13,87,0,3,2,0,0,47,28,7,3,5,0,18,8,8,0,0,9,40,11,15,0,46,16,21,15,0,48,52,39,0,7,5,60,13,17,207,0,0,3,0,0,0,4,0,47,5,71,4,15,9,199,96,64,0,0,0,0,0,15,18,0,11,11,33,148,6,9,0,16,6,0,21,7,0,455,183,0,7,10,19,0,8,3,51,0,36,5,33,23,0,46,3,0,81,0,0,10,0,12,0,0,262,17,18,5,0,19,8,12,23,0,9,17,8,26,32,47,0,26,23,0,3,9,0,6,0,6,8,7,4,13,6,43,65,28,37,9,30,0,0,6,6,35,155,12,0,171,22,33,5,12,0,0,0,0,18,0,5,15,9,7,50,0,56,16,39,10,0,0,6,0,10,24,16,0,0,0,22,28,0,8,0,0,4,11,0,70,0,7,22,5,12,5,21,154,11,31,31,6,0,9,9,23,61,11,31,32,0,10,6,0,15,4,8,9,0,0,5,24,0,50,8,27,0,7,4,18,105,0,9,0,0,30,13,9,0,23,4,0,0,0,3,42,14,0,0,10,22,44,29,0,14,0,26
"Campylobacteraceae_Campylobacter",0,0,5,0,0,0,3,7,0,0,0,0,79,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,5,0,178,4,0,0,0,0,0,5,0,0,0,8,78,0,0,0,0,44,0,0,0,0,0,6,0,48,0,0,0,0,0,0,3,0,7,0,0,0,131,52,116,2,20,0,28,0,0,0,0,0,0,0,22,0,0,8,0,0,44,0,0,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,19,0,0,25,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,250,34,0,0,4,6,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,9,0,0,0,0,0
"Eubacteriaceae_Eubacterium",0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,39,0,0,0,0,0,4,44,0,0,0,0,0,133,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcaceae_Enterococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,17,15,7,0,10,8,0,0,49,0,0,0,0,202,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,7,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0
"Victivallaceae_Victivallis",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,83,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,80,0,30,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_Howardella",0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,13,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,187,0,0,0,26,66,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,16,0,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,111,10,0,0,18,0,0,0,0,0,0,0,0,91,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,18,18,0,0,19,0,14,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,17,0,4,0
"Lactobacillaceae_Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"Erysipelotrichaceae_Holdemanella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,149,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,54,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,256,0,0,0,140,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,41,0
"Lachnospiraceae_Frisingicoccus",0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,47,0,325,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,7,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
